partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source
Noradrenaline_byDBH,P25100,,ADA1D_HUMAN,curated,HMRbase;reactome
Noradrenaline_byDBH,P35348,,ADA1A_HUMAN,curated,HMRbase;reactome
Noradrenaline_byDBH,P35368,,ADA1B_HUMAN,curated,HMRbase;reactome
O00155,Q9HD89,,,"IMEx,IntAct",
O00175,P41597,,,guidetopharmacology.org,
O00175,P51677,CCL24_HUMAN,CCR3_HUMAN,curated,PMID:24218476
O00182,P07237,LEG9_HUMAN,PDIA1_HUMAN,curated,PMID:21670307;uniprot
O00182,P08581,,,InnateDB-All,
O00182,P16070,,,InnateDB,
O00182,Q07954,,,InnateDB-All,
O00182,Q08722,,,InnateDB-All,
O00182,Q14118,,,InnateDB-All,
O00182,Q15262,,,InnateDB-All,
O00182,Q15758,,,"I2D,InnateDB-All",
O00182,Q5KU26,,,InnateDB-All,
O00182,Q8TDQ0,LEG9_HUMAN,HAVR2_HUMAN,curated,PMID:27192565;Uniprot
O00182,Q92673,,,InnateDB-All,
O00182,Q9UBG0,,,InnateDB-All,
O00220,P50591,TNF10_HUMAN,TR10A_HUMAN,curated,uniprot
O00230,P30872,CORT_HUMAN,SSR1_HUMAN,curated,uniprot;HMRbase;reactome
O00230,P30874,CORT_HUMAN,SSR2_HUMAN,curated,uniprot;HMRbase;reactome
O00230,P31391,CORT_HUMAN,SSR4_HUMAN,curated,uniprot;HMRbase;reactome
O00230,P32745,CORT_HUMAN,SSR3_HUMAN,curated,uniprot;HMRbase;reactome
O00230,P35346,CORT_HUMAN,SSR5_HUMAN,curated,uniprot;HMRbase;reactome
O00230,Q92847,,,I2D,
O00230,Q96LB1,,,I2D,
O00253,P32245,AGRP_HUMAN,MC4R_HUMAN,curated,uniprot
O00253,P33032,,,guidetopharmacology.org,
O00253,P41968,AGRP_HUMAN,MC3R_HUMAN,curated,uniprot
O00292,P13385,LFTY2_HUMAN,TDGF1_HUMAN,curated,PMID:22710174
O00294,Q06418,TULP1_HUMAN,TYRO3_HUMAN,curated,uniprot
O00300,O14788,TNF11_HUMAN,TR11B_HUMAN,curated,uniprot
O00300,P50591,TNF10_HUMAN,TR11B_HUMAN,curated,uniprot
O00421,Q99731,CCL19_HUMAN,CCRL2_HUMAN,curated,uniprot
O00421,Q99969,RARR2_HUMAN,CCRL2_HUMAN,curated,uniprot
O00468,P13591,AGRIN_HUMAN,NCAM1_HUMAN,curated,reactome
O00468,Q13332,AGRIN_HUMAN,PTPRS_HUMAN,curated,reactome
O00548,P46531,DLL1_HUMAN,NOTC1_HUMAN,curated,PMID:22353464
O00548,Q04721,DLL1_HUMAN,NOTC2_HUMAN,curated,PMID:22353464
O00548,Q99466,DLL1_HUMAN,NOTC4_HUMAN,curated,PMID:22353464
O00548,Q9UM47,DLL1_HUMAN,NOTC3_HUMAN,curated,PMID:22353464
O00574,Q9H2A7,CXL16_HUMAN,CXCR6_HUMAN,curated,uniprot
O00584,Q9NR97,RNT2_HUMAN,TLR8_HUMAN,curated,uniprot
O00585,P32248,CCL21_HUMAN,CCR7_HUMAN,curated,PMID:24218476
O00585,Q9NPB9,CCL21_HUMAN,ACKR4_HUMAN,curated,PMID:24218476
O00590,P10147,CCL3_HUMAN,ACKR2_HUMAN,curated,PMID:24218476
O00590,P13236,CCL4_HUMAN,ACKR2_HUMAN,curated,PMID:24218476
O00590,P13500,CCL2_HUMAN,ACKR2_HUMAN,curated,PMID:24218476
O00590,P13501,CCL5_HUMAN,ACKR2_HUMAN,curated,PMID:24218476
O00590,P16619,,,I2D,
O00590,P51671,CCL11_HUMAN,ACKR2_HUMAN,curated,PMID:24218476
O00590,P80075,CCL8_HUMAN,ACKR2_HUMAN,curated,PMID:24218476
O00590,P80098,CCL7_HUMAN,ACKR2_HUMAN,curated,PMID:24218476
O00590,Q16627,CCL14_HUMAN,ACKR2_HUMAN,curated,PMID:24218476
O00590,Q99616,CCL13_HUMAN,ACKR2_HUMAN,curated,PMID:24218476
O00590,Q9NRJ3,,,I2D,
O00590,Q9Y4X3,,,I2D,
O00592,P14151,PODXL_HUMAN,LYAM1_HUMAN,curated,PMID:22814396
O00626,P27487,CCL22_HUMAN,DPP4_HUMAN,curated,PMID:24218476
O00626,P51679,CCL22_HUMAN,CCR4_HUMAN,curated,PMID:24218476
O00755,O95813,WNT7A_HUMAN,CER1_HUMAN,curated,PMID:10067895
O00755,P01130,,,InnateDB-All,
O00755,Q5T4F7,WNT7A_HUMAN,SFRP5_HUMAN,curated,PMID:12775774
O00755,Q6FHJ7,WNT7A_HUMAN,SFRP4_HUMAN,curated,PMID:12775774
O00755,Q8N474,WNT7A_HUMAN,SFRP1_HUMAN,curated,PMID:12775774
O00755,Q92765,WNT7A_HUMAN,SFRP3_HUMAN,curated,PMID:12775774
O00755,Q96HF1,WNT7A_HUMAN,SFRP2_HUMAN,curated,PMID:12775774
O00755,Q9Y5W5,WNT7A_HUMAN,WIF1_HUMAN,curated,PMID:12775774
O14511,P21860,NRG2_HUMAN,ERBB3_HUMAN,curated,uniprot
O14511,Q15303,NRG2_HUMAN,ERBB4_HUMAN,curated,uniprot
O14625,P25106,CXL11_HUMAN,ACKR3_HUMAN,curated,uniprot
O14625,P27487,CXL11_HUMAN,DPP4_HUMAN,curated,PMID:24218476
O14625,P49682,CXL11_HUMAN,CXCR3_HUMAN,curated,PMID:24218476
O14763,P48023,,,"I2D,InnateDB-All",
O14763,P50591,TNF10_HUMAN,TR10B_HUMAN,curated,uniprot
O14786,P15692,VEGFA_HUMAN,NRP1_HUMAN,curated,uniprot
O14786,P49763,PLGF_HUMAN,NRP1_HUMAN,curated,uniprot
O14786,P49765,VEGFB_HUMAN,NRP1_HUMAN,curated,uniprot
O14786,Q14563,SEM3A_HUMAN,NRP1_HUMAN,curated,uniprot
O14788,Q9Y6Q6,TNF11_HUMAN,TNR11_HUMAN,curated,uniprot
O14793,TGFR_AVR2A,GDF8_HUMAN,,curated,PMID:22710174
O14793,TGFR_AVR2B,GDF8_HUMAN,,curated,PMID:22710174
O14798,P50591,TNF10_HUMAN,TR10C_HUMAN,curated,uniprot
O14836,O75888,TNF13_HUMAN,TR13B_HUMAN,curated,uniprot
O14836,P32970,,,InnateDB-All,
O14836,Q9Y275,TN13B_HUMAN,TR13B_HUMAN,curated,uniprot
O14904,O95813,WNT9A_HUMAN,CER1_HUMAN,curated,PMID:10067895
O14904,Q5T4F7,WNT9A_HUMAN,SFRP5_HUMAN,curated,PMID:12775774
O14904,Q6FHJ7,WNT9A_HUMAN,SFRP4_HUMAN,curated,PMID:12775774
O14904,Q8N474,WNT9A_HUMAN,SFRP1_HUMAN,curated,PMID:12775774
O14904,Q92765,WNT9A_HUMAN,SFRP3_HUMAN,curated,PMID:12775774
O14904,Q96HF1,WNT9A_HUMAN,SFRP2_HUMAN,curated,PMID:12775774
O14904,Q9Y5W5,WNT9A_HUMAN,WIF1_HUMAN,curated,PMID:12775774
O14905,O95813,WNT9B_HUMAN,CER1_HUMAN,curated,PMID:10067895
O14905,Q5T4F7,WNT9B_HUMAN,SFRP5_HUMAN,curated,PMID:12775774
O14905,Q6FHJ7,WNT9B_HUMAN,SFRP4_HUMAN,curated,PMID:12775774
O14905,Q8N474,WNT9B_HUMAN,SFRP1_HUMAN,curated,PMID:12775774
O14905,Q92765,WNT9B_HUMAN,SFRP3_HUMAN,curated,PMID:12775774
O14905,Q96HF1,WNT9B_HUMAN,SFRP2_HUMAN,curated,PMID:12775774
O14905,Q9Y5W5,WNT9B_HUMAN,WIF1_HUMAN,curated,PMID:12775774
O14931,P46379,BAG6_HUMAN,NCTR3_HUMAN,curated,activating_interaction_from_uniprot
O14931,Q68D85,NR3L1_HUMAN,NCTR3_HUMAN,curated,activating_interaction_from_uniprot
O14939,P84077,,,guidetopharmacology.org,
O14944,P00533,EREG_HUMAN,EGFR_HUMAN,curated,uniprot
O14944,Q15303,EREG_HUMAN,ERBB4_HUMAN,curated,uniprot
O15031,P21246,,,"I2D,IMEx,InnateDB-All,IntAct",
O15031,Q92854,SEM4D_HUMAN,PLXB2_HUMAN,curated,PMID:22325954
O15031,Q9C0C4,SEM4C_HUMAN,PLXB2_HUMAN,curated,uniprot
O15031,Q9NTN9,SEM4G_HUMAN,PLXB2_HUMAN,curated,uniprot
O15041,Q9Y4D7,SEM3E_HUMAN,PLXD1_HUMAN,curated,PMID:22325954
O15123,Q02763,ANGP2_HUMAN,TIE2_HUMAN,curated,uniprot
O15173,Q8NHW4,,,"IMEx,IntAct",
O15197,P52799,EFNB2_HUMAN,EPHB6_HUMAN,curated,PMID:15114347
O15197,P98172,EFNB1_HUMAN,EPHB6_HUMAN,curated,PMID:15114347
O15197,Q15768,EFNB3_HUMAN,EPHB6_HUMAN,curated,PMID:15114347
O15240,P04629,,,InnateDB-All,
O15354,P07602,SAP_HUMAN,GPR37_HUMAN,curated,uniprot
O15354,Q7Z5A7,,,"IMEx,MINT",
O15399,Q14005,,,I2D,
O15444,P51686,CCL25_HUMAN,CCR9_HUMAN,curated,PMID:24218476
O15444,Q9NPB9,CCL25_HUMAN,ACKR4_HUMAN,curated,PMID:24218476
O15467,P32246,CCL16_HUMAN,CCR1_HUMAN,curated,PMID:24218476
O15467,P41597,CCL16_HUMAN,CCR2_HUMAN,curated,PMID:24218476
O15467,P51685,CCL16_HUMAN,CCR8_HUMAN,curated,uniprot;reactome
O15467,Q9H3N8,CCL16_HUMAN,HRH4_HUMAN,curated,PMID:15265943
O15520,P21802,FGF10_HUMAN,FGFR2_HUMAN,curated,reactome;PMID:25772309
O15529,Q15848,,,"IMEx,IntAct",
O15529,Q8NHW4,,,"IMEx,IntAct",
O15529,Q92520,,,"IMEx,IntAct",
O15552,O95393,,,"IMEx,IntAct",
O15552,P01375,,,"IMEx,IntAct",
O15552,Q8NHW4,,,"IMEx,IntAct",
O15552,Q92520,,,"IMEx,IntAct",
O43157,Q92854,SEM4D_HUMAN,PLXB1_HUMAN,curated,PMID:22325954
O43193,P12872,MOTI_HUMAN,MTLR_HUMAN,curated,reactome;uniprot
O43193,Q9UBU3,,,"I2D,InnateDB-All",
O43323,PTCH_BOC_transmembrane_receptor,DHH_HUMAN,,curated,reactome
O43323,PTCH_CDON_transmembrane_receptor,DHH_HUMAN,,curated,reactome
O43323,PTCH_GAS1_transmembrane_receptor,DHH_HUMAN,,curated,reactome
O43323,Q96QV1,DHH_HUMAN,HHIP_HUMAN,curated,reactome;PMID:10050855;PMID:19561611
O43508,Q93038,TNF12_HUMAN,TNR25_HUMAN,curated,uniprot
O43508,Q9NP84,TNF12_HUMAN,TNR12_HUMAN,curated,uniprot
O43555,P30968,GON2_HUMAN,GNRHR_HUMAN,curated,uniprot;HMRbase;reactome
O43555,Q96P88,GON2_HUMAN,GNRR2_HUMAN,curated,uniprot;HMRbase;reactome
O43557,O95407,TNF14_HUMAN,TNF6B_HUMAN,curated,uniprot
O43557,P36941,TNF14_HUMAN,TNR3_HUMAN,curated,uniprot
O43557,Q92956,TNF14_HUMAN,TNR14_HUMAN,curated,uniprot
O43612,O43613,OREX_HUMAN,OX1R_HUMAN,curated,uniprot
O43612,O43614,OREX_HUMAN,OX2R_HUMAN,curated,uniprot
O43914,P16070,SIG15_HUMAN,TYOBP_HUMAN,curated,PMID:31900164
O43915,P35916,VEGFD_HUMAN,VGFR3_HUMAN,curated,uniprot
O43915,P35968,VEGFD_HUMAN,VGFR2_HUMAN,curated,uniprot
O43921,P21709,EFNA2_HUMAN,EPHA1_HUMAN,curated,PMID:15114347
O43921,P29317,EFNA2_HUMAN,EPHA2_HUMAN,curated,PMID:15114347
O43921,P29320,EFNA2_HUMAN,EPHA3_HUMAN,curated,PMID:15114347
O43921,P29322,EFNA2_HUMAN,EPHA8_HUMAN,curated,PMID:15114347
O43921,P54756,EFNA2_HUMAN,EPHA5_HUMAN,curated,PMID:15114347
O43921,P54764,EFNA2_HUMAN,EPHA4_HUMAN,curated,PMID:15114347
O43921,Q15375,EFNA2_HUMAN,EPHA7_HUMAN,curated,PMID:15114347
O43927,P32302,CXL13_HUMAN,CXCR5_HUMAN,curated,PMID:24218476
O43927,Q9NPB9,CXL13_HUMAN,ACKR4_HUMAN,curated,PMID:24218476
O60258,P21802,,,"I2D,InnateDB-All",
O60258,P22607,FGF17_HUMAN,FGFR3_HUMAN,curated,uniprot;reactome;PMID:27458533;PMID:25772309
O60383,TGFR_BMPR2,GDF9_HUMAN,,curated,PMID:12135884
O60462,P15692,VEGFA_HUMAN,NRP2_HUMAN,curated,uniprot
O60462,P49763,PLGF_HUMAN,NRP2_HUMAN,curated,uniprot
O60462,Q13275,SEM3F_HUMAN,NRP2_HUMAN,curated,uniprot
O60462,Q99985,SEM3C_HUMAN,NRP2_HUMAN,curated,uniprot
O60469,O95631,NET1_HUMAN,DSCAM_HUMAN,curated,uniprot
O60486,O75326,SEM7A_HUMAN,PLXC1_HUMAN,curated,PMID:22325954
O60542,RET_receptor_4,PSPN_HUMAN,,curated,uniprot
O60883,P07602,SAP_HUMAN,G37L1_HUMAN,curated,uniprot
O60896,P35318,ADML_HUMAN,RAMP3_HUMAN,curated,uniprot
O75093,Q9Y6N7,SLIT1_HUMAN,ROBO1_HUMAN,curated,uniprot;PMID:10102268
O75144,Q9Y6W8,ICOSL_HUMAN,ICOS_HUMAN,curated,important_for_T_follicular_helper_cells_(Tfh)_and_type_2_T_helper_cell_(Th2)_responses._Reviewed_in_PMID:23954143
O75197,O94907,DKK1_HUMAN,LRP5_HUMAN,curated,PMID:12775774
O75197,Q6X4U4,SOSD1_HUMAN,LRP5_HUMAN,curated,PMID:24532711
O75326,integrin_a1b1_complex,SEM7A_HUMAN,,curated,PMID:22325954
O75469,Pregnenolone_byCYP11A1,,NR1I2_HUMAN,curated,HMRbase;uniprot
O75473,Q2I0M5,RSPO4_HUMAN,LGR5_HUMAN,curated,PMID:24532711
O75473,Q2MKA7,RSPO1_HUMAN,LGR5_HUMAN,curated,uniprot;reactome
O75473,Q6UXX9,RSPO2_HUMAN,LGR5_HUMAN,curated,PMID:24532711
O75473,Q9BXY4,RSPO3_HUMAN,LGR5_HUMAN,curated,PMID:24532711
O75509,P05067,A4_HUMAN,TNR21_HUMAN,curated,uniprot
O75581,O94907,DKK1_HUMAN,LRP6_HUMAN,curated,PMID:12775774
O75581,Q6X4U4,SOSD1_HUMAN,LRP6_HUMAN,curated,PMID:24532711
O75581,Q9UBU2,DKK2_HUMAN,LRP6_HUMAN,curated,uniprot;PMID:30035713
O75610,P13385,LFTY1_HUMAN,TDGF1_HUMAN,curated,PMID:22710174
O75787,P00797,RENI_HUMAN,RENR_HUMAN,curated,uniprot;HMRbase;_PMID:12045255
O75888,P19438,,,"I2D,InnateDB-All",
O75888,P25445,,,"I2D,InnateDB-All",
O75888,Q02223,TNF13_HUMAN,TNR17_HUMAN,curated,uniprot
O75888,Q92956,,,"I2D,InnateDB-All",
O76093,P21802,,,I2D,
O76093,P22607,,,I2D,
O94813,Q9HCK4,SLIT2_HUMAN,ROBO2_HUMAN,curated,uniprot;PMID:10102268
O94813,Q9Y6N7,SLIT2_HUMAN,ROBO1_HUMAN,curated,reactome;uniprot;PMID:10102268
O94910,Q02297,,,InnateDB-All,
O95136,Q7Z5A7,TAFA5_HUMAN,S1PR2_HUMAN,curated,uniprot
O95150,O95407,TNF15_HUMAN,TNF6B_HUMAN,curated,uniprot
O95150,Q93038,TNF15_HUMAN,TNR25_HUMAN,curated,reactome
O95185,O95631,NET1_HUMAN,UNC5C_HUMAN,curated,uniprot
O95264,SerotoninDopamin_byDDC,,5HT3B_HUMAN,curated,uniprot
O95389,Q92673,,,InnateDB-All,
O95390,Q9H6X2,,,InnateDB-All,
O95390,TGFR_AVR2A,GDF11_HUMAN,,curated,PMID:22710174
O95390,TGFR_AVR2B,GDF11_HUMAN,,curated,PMID:22710174
O95393,P43628,,,"IMEx,IntAct",
O95393,P43629,,,"IMEx,IntAct",
O95393,Q14943,,,"IMEx,IntAct",
O95393,Q8TDT2,,,"IMEx,IntAct",
O95393,Q9H7M9,,,"IMEx,IntAct",
O95399,Q9UKP6,UTS2_HUMAN,UR2R_HUMAN,curated,uniprot;reactome
O95407,P48023,TNFL6_HUMAN,TNF6B_HUMAN,curated,uniprot
O95477,P02647,APOA1_HUMAN,ABCA1_HUMAN,curated,reactome
O95631,P43146,NET1_HUMAN,DCC_HUMAN,curated,uniprot
O95631,Q6ZN44,NET1_HUMAN,UNC5A_HUMAN,curated,uniprot
O95631,Q8IZJ1,NET1_HUMAN,UNC5B_HUMAN,curated,uniprot
O95715,P61073,CXL14_HUMAN,CXCR4_HUMAN,curated,PMID:32212206
O95727,Q9BY67,CRTAM_HUMAN,CADM1_HUMAN,curated,uniprot
O95750,Q96RI1,,,InnateDB-All,
O95800,P13501,CCL5_HUMAN,GPR75_HUMAN,curated,uniprot
O95813,O96014,WNT11_HUMAN,CER1_HUMAN,curated,PMID:10067895
O95813,P04628,WNT1_HUMAN,CER1_HUMAN,curated,PMID:10067895
O95813,P09544,WNT2_HUMAN,CER1_HUMAN,curated,PMID:10067895
O95813,P41221,WNT5A_HUMAN,CER1_HUMAN,curated,PMID:10067895
O95813,P56703,WNT3_HUMAN,CER1_HUMAN,curated,PMID:10067895
O95813,P56704,WNT3A_HUMAN,CER1_HUMAN,curated,PMID:10067895
O95813,P56705,WNT4_HUMAN,CER1_HUMAN,curated,PMID:10067895
O95813,P56706,WNT7B_HUMAN,CER1_HUMAN,curated,PMID:10067895
O95813,Q93097,WNT2B_HUMAN,CER1_HUMAN,curated,PMID:10067895
O95813,Q93098,WNT8B_HUMAN,CER1_HUMAN,curated,PMID:10067895
O95813,Q9H1J5,WNT8A_HUMAN,CER1_HUMAN,curated,PMID:10067895
O95813,Q9H1J7,WNT5B_HUMAN,CER1_HUMAN,curated,PMID:10067895
O95813,Q9UBG0,,,InnateDB-All,
O95813,Q9UBV4,WNT16_HUMAN,CER1_HUMAN,curated,PMID:10067895
O95813,Q9Y6F9,WNT6_HUMAN,CER1_HUMAN,curated,PMID:10067895
O95838,P01275,GLUC_HUMAN,GLP2R_HUMAN,curated,uniprot
O95971,Q92956,BY55_HUMAN,TNR14_HUMAN,curated,PMID:21959263
O96014,Q5T4F7,WNT11_HUMAN,SFRP5_HUMAN,curated,PMID:12775774
O96014,Q6FHJ7,WNT11_HUMAN,SFRP4_HUMAN,curated,PMID:12775774
O96014,Q8N474,WNT11_HUMAN,SFRP1_HUMAN,curated,PMID:12775774
O96014,Q92765,WNT11_HUMAN,SFRP3_HUMAN,curated,PMID:12775774
O96014,Q96HF1,WNT11_HUMAN,SFRP2_HUMAN,curated,PMID:12775774
O96014,Q9Y5W5,WNT11_HUMAN,WIF1_HUMAN,curated,PMID:12775774
OSMR,P13725,ONCM_HUMAN,,curated,uniprot
P00533,P01133,EGF_HUMAN,EGFR_HUMAN,curated,uniprot
P00533,P01135,TGFA_HUMAN,EGFR_HUMAN,curated,uniprot
P00533,P01137,,,"IMEx,InnateDB-All,MINT",
P00533,P14174,,,"IMEx,InnateDB-All",
P00533,P15514,AREG_HUMAN,EGFR_HUMAN,curated,uniprot
P00533,P26441,,,InnateDB-All,
P00533,P28799,,,InnateDB-All,
P00533,P35070,BTC_HUMAN,EGFR_HUMAN,curated,uniprot
P00533,P53621,,,InnateDB-All,
P00533,Q02297,,,"I2D,IMEx,InnateDB-All,IntAct",
P00533,Q6UW88,EPGN_HUMAN,EGFR_HUMAN,curated,uniprot
P00533,Q99075,HBEGF_HUMAN,EGFR_HUMAN,curated,uniprot
P00734,P07204,THRB_HUMAN,TRBM_HUMAN,curated,uniprot
P00734,integrin_a2Bb3_complex,THRB_HUMAN,,curated,uniprot
P00734,integrin_aVb3_complex,THRB_HUMAN,,curated,uniprot
P00742,integrin_aMb2_complex,FA10_HUMAN,,curated,uniprot
P00747,integrin_a2Bb3_complex,PLMN_HUMAN,,curated,uniprot
P00749,Q03405,UROK_HUMAN,UPAR_HUMAN,curated,uniprot
P01019,P30556,ANGT_HUMAN,AGTR1_HUMAN,curated,uniprot
P01019,P50052,ANGT_HUMAN,AGTR2_HUMAN,curated,uniprot
P01024,Q16581,CO3_HUMAN,C3AR_HUMAN,curated,uniprot;reactome
P01024,Q9P296,CO3_HUMAN,C5AR2_HUMAN,curated,uniprot
P01024,integrin_aMb2_complex,CO3_HUMAN,,curated,uniprot
P01031,P21730,CO5_HUMAN,C5AR1_HUMAN,curated,uniprot
P01031,Q9P296,CO5_HUMAN,C5AR2_HUMAN,curated,uniprot
P01033,P21802,,,InnateDB-All,
P01042,P30411,KNG1_HUMAN,BKRB2_HUMAN,curated,uniprot;reactome
P01042,P46663,KNG1_HUMAN,BKRB1_HUMAN,curated,uniprot;reactome
P01042,Q8TDU9,KNG1_HUMAN,RL3R2_HUMAN,curated,uniprot
P01127,P09619,PDGFB_HUMAN,PGFRB_HUMAN,curated,uniprot
P01127,P16234,PDGFB_HUMAN,PGFRA_HUMAN,curated,uniprot
P01127,PDGFR_complex,PDGFB_HUMAN,,curated,uniprot
P01127,Q07954,,,"I2D,InnateDB-All",
P01127,Q8WXG9,,,InnateDB-All,
P01133,Q02297,,,I2D,
P01137,P10275,,,"I2D,InnateDB",
P01137,P11473,,,InnateDB-All,
P01137,Q03167,TGFB1_HUMAN,TGBR3_HUMAN,curated,uniprot
P01137,TGFbeta_receptor1,TGFB1_HUMAN,,curated,uniprot
P01137,TGFbeta_receptor2,TGFB1_HUMAN,,curated,uniprot
P01137,integrin_aVb6_complex,TGFB1_HUMAN,,curated,5ffo;PDB
P01138,P04629,NGF_HUMAN,NTRK1_HUMAN,curated,uniprot
P01138,P08138,NGF_HUMAN,TNR16_HUMAN,curated,uniprot
P01138,Q99523,NGF_HUMAN,SORT_HUMAN,curated,uniprot
P01148,P30968,GON1_HUMAN,GNRHR_HUMAN,curated,uniprot;HMRbase;reactome
P01148,Q96P88,GON1_HUMAN,GNRR2_HUMAN,curated,uniprot;HMRbase;reactome
P01160,P03372,,,"I2D,InnateDB-All",
P01160,P16066,ANF_HUMAN,ANPRA_HUMAN,curated,uniprot
P01160,P17342,,,"I2D,InnateDB-All",
P01160,P20594,,,"I2D,InnateDB-All",
P01160,Q92753,,,"I2D,InnateDB-All",
P01178,P30559,NEU1_HUMAN,OXYR_HUMAN,curated,uniprot;HMRbase;reactome
P01178,Q92731,,,I2D,
P01185,P30518,NEU2_HUMAN,V2R_HUMAN,curated,reactome
P01185,P30559,,,I2D,
P01185,P37288,NEU2_HUMAN,V1AR_HUMAN,curated,reactome
P01185,P47901,NEU2_HUMAN,V1BR_HUMAN,curated,reactome
P01189,P32245,COLI_HUMAN,MC4R_HUMAN,curated,uniprot;reactome
P01189,P33032,COLI_HUMAN,MC5R_HUMAN,curated,uniprot;reactome
P01189,P35372,COLI_HUMAN,OPRM_HUMAN,curated,uniprot;reactome
P01189,P41143,COLI_HUMAN,OPRD_HUMAN,curated,reactome
P01189,P41145,COLI_HUMAN,OPRK_HUMAN,curated,reactome
P01189,P41968,COLI_HUMAN,MC3R_HUMAN,curated,uniprot;reactome
P01189,Q01718,COLI_HUMAN,ACTHR_HUMAN,curated,uniprot
P01189,Q01726,COLI_HUMAN,MSHR_HUMAN,curated,uniprot;HMRbase;reactome
P01210,P35372,PENK_HUMAN,OPRM_HUMAN,curated,reactome
P01210,P41143,PENK_HUMAN,OPRD_HUMAN,curated,reactome
P01210,P41145,PENK_HUMAN,OPRK_HUMAN,curated,reactome
P01210,Q96LB2,,,guidetopharmacology.org,
P01213,P35372,PDYN_HUMAN,OPRM_HUMAN,curated,uniprot;reactome
P01213,P41143,PDYN_HUMAN,OPRD_HUMAN,curated,reactome
P01213,P41145,PDYN_HUMAN,OPRK_HUMAN,curated,reactome
P01236,P16471,PRL_HUMAN,PRLR_HUMAN,curated,uniprot;HMRbase;PMID:12580759
P01241,P10912,SOMA_HUMAN,GHR_HUMAN,curated,uniprot;HMRbase
P01241,P16471,,,"I2D,InnateDB-All,IntAct",
P01242,P10912,SOM2_HUMAN,GHR_HUMAN,curated,uniprot;HMRbase
P01258,P30988,CALC_HUMAN,CALCR_HUMAN,curated,uniprot;HMRbase;PMID:7476993
P01258,RAMP1_complex,CALC_HUMAN,,curated,uniprot
P01270,P49190,PTHY_HUMAN,PTH2R_HUMAN,curated,uniprot;reactome
P01270,Q03431,PTHY_HUMAN,PTH1R_HUMAN,curated,uniprot;HMRbase;reactome
P01275,P14735,,,IMEx,
P01275,P27487,,,"InnateDB-All,MINT",
P01275,P43220,GLUC_HUMAN,GLP1R_HUMAN,curated,uniprot
P01275,P47871,GLUC_HUMAN,GLR_HUMAN,curated,uniprot;HMRbase;reactome
P01282,P27487,,,"InnateDB-All,MINT",
P01282,P32241,VIP_HUMAN,VIPR1_HUMAN,curated,uniprot
P01282,P37288,,,"IMEx,IntAct",
P01282,P41587,VIP_HUMAN,VIPR2_HUMAN,curated,uniprot
P01286,P32241,,,guidetopharmacology.org,
P01286,Q02643,SLIB_HUMAN,GHRHR_HUMAN,curated,uniprot;HMRbase;reactome
P01298,P50391,,,guidetopharmacology.org,
P01298,Q15761,,,guidetopharmacology.org,
P01308,P06213,INS_HUMAN,INSR_HUMAN,curated,uniprot
P01308,P14735,,,"I2D,IMEx",
P01308,Q8N423,,,"IMEx,IntAct",
P01308,Q8NHL6,,,"IMEx,IntAct",
P01344,P08069,IGF2_HUMAN,IGF1R_HUMAN,curated,PMID:27102148
P01344,P11717,IGF2_HUMAN,MPRI_HUMAN,curated,uniprot
P01344,P14735,,,"I2D,InnateDB-All",
P01344,Q8TDT2,,,"IMEx,IntAct",
P01350,P32239,GAST_HUMAN,GASR_HUMAN,curated,uniprot;HMRbase;reactome
P01350,P43628,,,"IMEx,IntAct",
P01350,Q8TDT2,,,"IMEx,IntAct",
P01374,P19438,TNFB_HUMAN,TNR1A_HUMAN,curated,uniprot
P01374,P20333,TNFB_HUMAN,TNR1B_HUMAN,curated,uniprot
P01374,P36941,,,I2D,
P01374,Q13546,,,"IMEx,InnateDB-All,MINT",
P01374,Q92956,TNFB_HUMAN,TNR14_HUMAN,curated,uniprot
P01375,P19438,TNFA_HUMAN,TNR1A_HUMAN,curated,uniprot
P01375,P20333,TNFA_HUMAN,TNR1B_HUMAN,curated,uniprot
P01375,P25445,,,InnateDB-All,
P01375,P35916,,,InnateDB-All,
P01375,P46531,,,I2D,
P01375,Q13332,,,InnateDB-All,
P01375,Q13546,,,"I2D,IMEx,InnateDB,InnateDB-All,IntAct,MINT",
P01375,Q14118,,,InnateDB-All,
P01375,Q9C0C4,,,InnateDB-All,
P01375,Q9H7M9,,,"IMEx,IntAct",
P01375,Q9HCU4,,,InnateDB-All,
P01375,Q9Y6W8,,,InnateDB-All,
P01562,P20023,,,"I2D,InnateDB,InnateDB-All",
P01563,Type_I_IFNR,IFNA2_HUMAN,,curated,PDB:3se3
P01566,Type_I_IFNR,IFN10_HUMAN,,curated,uniprot
P01567,Type_I_IFNR,IFNA7_HUMAN,,curated,uniprot
P01568,Type_I_IFNR,IFN21_HUMAN,,curated,uniprot
P01569,Type_I_IFNR,IFNA5_HUMAN,,curated,uniprot
P01570,Type_I_IFNR,IFN14_HUMAN,,curated,uniprot
P01571,Type_I_IFNR,IFN17_HUMAN,,curated,uniprot
P01574,Type_I_IFNR,IFNB_HUMAN,,curated,PMID:9208871
P01579,Type_II_IFNR,IFNG_HUMAN,,curated,PMID:9208871
P01584,P07550,,,I2D,
P01588,P19235,EPO_HUMAN,EPOR_HUMAN,curated,uniprot
P01588,P52799,,,"IMEx,IntAct",
P01588,P54760,,,"IMEx,InnateDB-All,IntAct",
